objectid;fid;code_insee;reg;dep;cv;ze2010;libgeo;p11_tot;p06_tot;p11_0014;p11_1529;p11_3044;p11_4559;p11_6074;p11_75p;p06_0014;p06_1529;p06_3044;p06_4559;p06_6074;p06_75p
30116;30115;2332;22;2;215;2201;Fresnes-en-Tardenois;255;238;44;41;45;67;33;24;44;40;50;56;32;16
30118;30117;2645;22;2;210;2201;Reuilly-Sauvigny;226;231;45;36;48;50;31;16;51;35;50;37;36;23
30180;30179;2717;22;2;225;2205;Séry-lès-Mézières;637;651;120;112;113;158;83;49;127;111;137;159;69;49
30181;30180;2320;22;2;229;2205;Fontaine-lès-Clercs;284;287;51;41;58;84;31;20;50;55;64;72;33;13
30341;30340;2293;22;2;203;2205;Étaves-et-Bocquiaux;569;557;141;74;118;107;81;48;124;83;108;120;79;42
30471;30470;2676;22;2;230;2204;Saint-Erme-Outre-et-Ramecourt;1844;1827;413;319;369;387;199;157;423;318;409;338;190;149
30497;30496;2193;22;2;215;2201;Cierges;73;72;13;9;14;10;14;12;14;12;12;14;11;9
30498;30497;2147;22;2;210;2201;La Celle-sous-Montmirail;115;103;27;18;29;18;15;7;23;12;28;18;14;8
30539;30538;2660;22;2;226;2204;Rouvroy-sur-Serre;42;45;2;5;7;14;9;4;5;7;9;15;4;4
30545;30544;2291;22;2;206;2205;Estrées;421;412;91;71;88;86;57;28;87;65;92;102;52;14
30549;30548;2707;22;2;211;2206;Septvaux;177;204;26;36;29;51;18;17;39;46;42;45;22;10
30550;30549;2682;22;2;204;2206;Saint-Mard;113;120;17;14;23;26;20;13;22;20;29;23;16;11
30551;30550;2089;22;2;241;2206;Billy-sur-Aisne;1102;1119;191;133;196;226;241;116;172;150;191;289;210;107
30552;30551;2230;22;2;204;2206;Couvrelles;191;195;35;35;46;43;22;11;42;41;49;42;13;8
30634;30633;2813;22;2;225;2205;Villers-le-Sec;285;260;86;57;55;45;22;20;79;43;45;46;24;22
30637;30636;2288;22;2;239;2205;Essigny-le-Petit;381;355;84;53;74;86;52;33;73;60;73;77;56;18
30897;30896;2284;22;2;205;2203;Erloy;91;101;15;6;16;20;19;14;19;16;19;18;14;15
30899;30898;2373;22;2;234;2203;Hary;223;225;38;30;42;50;39;24;42;34;42;54;28;23
30900;30899;2264;22;2;226;2204;Dizy-le-Gros;789;764;162;117;170;147;117;75;160;102;181;145;111;65
30905;30904;2317;22;2;233;2205;Fluquières;214;197;47;26;46;45;31;19;46;28;49;39;28;7
30909;30908;2528;22;2;235;2206;Mortefontaine;241;245;36;24;45;70;50;16;42;27;58;74;32;11
30910;30909;2729;22;2;236;56;Soucy;90;70;19;14;16;21;10;10;8;8;17;18;14;5
30987;30986;2061;22;2;203;2205;Becquigny;283;279;76;52;68;46;27;13;78;50;65;46;27;14
31092;31091;2538;22;2;215;2201;Nanteuil-Notre-Dame;64;73;5;11;8;16;12;12;7;14;9;23;15;6
31113;31112;2053;22;2;210;2201;Baulne-en-Brie;275;284;54;29;49;67;46;29;54;39;61;63;42;25
31141;31140;2140;22;2;211;2202;Camelin;444;438;98;75;87;87;68;31;99;53;95;99;60;33
31194;31193;2415;22;2;235;56;Laversine;159;135;45;19;48;21;16;10;32;25;29;26;14;9
31199;31198;2774;22;2;233;2205;Vendelles;109;110;16;13;25;27;20;8;22;18;19;27;19;5
31200;31199;2552;22;2;225;2205;Neuvillette;190;198;43;28;44;40;18;15;47;34;44;44;13;15
31215;31214;2166;22;2;210;2201;Chartèves;364;350;61;65;79;80;46;34;65;57;69;86;43;31
31216;31215;2794;22;2;215;2201;Vézilly;192;151;40;27;39;40;35;11;31;13;33;38;27;9
31259;31258;2802;22;2;226;2204;La Ville-aux-Bois-lès-Dizy;175;198;36;30;30;44;19;16;34;40;40;52;17;15
31260;31259;2681;22;2;227;2203;Saint-Gobert;312;306;58;35;58;77;47;37;50;44;70;63;45;33
31273;31272;2340;22;2;240;2205;Gauchy;5406;5702;1035;895;977;1168;892;439;1191;909;1268;1170;768;396
31275;31274;2782;22;2;233;2205;Le Verguier;220;231;40;31;53;55;25;16;43;48;51;54;19;16
31278;31277;2282;22;2;238;2204;Eppes;411;372;79;61;104;85;62;20;54;59;87;98;57;18
31280;31279;2329;22;2;214;2204;Fourdrain;409;417;80;51;92;104;49;33;83;60;94;90;50;40
31281;31280;2424;22;2;231;2206;Leury;105;107;17;14;14;27;27;7;18;13;18;37;15;5
31282;31281;2139;22;2;209;2202;Caillouël-Crépigny;428;415;71;71;79;106;79;22;70;68;80;127;42;28
31326;31325;2057;22;2;206;2205;Beaurevoir;1498;1530;302;246;287;281;216;166;334;253;326;260;200;155
31363;31362;2397;22;2;229;2205;Jussy;1236;1250;258;209;266;255;166;81;260;230;258;256;150;95
31420;31419;2213;22;2;210;2201;Connigis;320;306;49;58;65;77;49;23;66;41;74;79;31;15
31569;31568;2098;22;2;208;2201;Bonneil;396;403;71;66;76;98;52;32;109;51;91;91;39;22
31616;31615;2354;22;2;226;2204;Grandrieux;89;90;22;9;16;19;18;6;19;13;15;22;8;12
31628;31627;2752;22;2;229;2205;Tugny-et-Pont;286;243;64;59;57;50;34;22;47;42;47;56;29;22
31629;31628;2066;22;2;220;2205;Benay;214;199;39;33;41;63;24;14;35;38;39;52;27;8
31633;31632;2396;22;2;212;2204;Jumigny;67;70;17;4;17;16;5;6;17;11;17;11;11;3
31683;31682;2207;22;2;209;2202;Commenchon;193;169;46;15;59;33;24;15;30;21;47;34;24;13
31797;31796;2476;22;2;237;2205;Mennevret;654;664;125;110;118;145;92;64;140;122;125;132;98;46
31868;31867;2494;22;2;216;2203;Monceau-sur-Oise;117;128;16;18;20;23;18;20;32;10;29;26;18;13
31945;31944;11;22;2;208;2201;1122;1153;1235;191;188;185;304;159;125;224;199;250;283;170;109
31994;31993;3417;22;2;217;2203;Saturargues;348;359;65;75;58;82;43;25;73;74;69;82;37;24
31998;31997;Cournols;22;2;239;2205;59534;777;841;122;195;115;175;115;54;137;242;166;163;97;37
31999;31998;31;22;2;220;2205;59;126;135;23;11;33;31;21;7;24;24;27;41;15;3
32005;32004;23248;22;2;201;2204;23;140;128;38;9;25;28;27;14;26;4;35;31;17;16
32006;32005;2327;22;2;231;2206;7403;2708;2621;442;452;465;602;442;305;458;434;526;604;363;236
32007;32006;Saint-Victor-en-Marche;22;2;214;2202;18054;293;256;59;40;62;63;39;30;35;37;46;72;45;21
32008;32007;18;22;2;204;2206;1821;294;252;63;50;83;41;43;14;56;35;73;45;27;16
32274;32273;42304;22;2;214;2204;4231;112;104;24;14;21;31;15;8;17;13;20;39;10;6
32337;32336;3302;22;2;210;2201;7207;82;54;18;9;20;17;14;4;6;13;7;17;5;5
32338;32337;Audenge;22;2;222;56;23124;83;65;26;10;21;11;7;7;14;11;20;9;5;5
32339;32338;2305;22;2;210;2201;Saint-Eugène;244;251;45;49;53;37;42;17;50;45;45;53;48;10
32383;32382;Pompaire;22;2;234;2203;65183;375;300;65;51;73;49;86;51;74;48;63;67;39;9
32384;32383;6510;22;2;234;2204;Galan;136;148;23;21;24;44;13;12;27;26;29;43;16;9
32385;32384;50606;22;2;226;2203;5034;530;536;93;78;94;99;100;65;102;97;89;110;88;49
32386;32385;Tribehou;22;2;234;2203;39016;984;932;234;168;225;161;119;78;198;183;190;179;119;63
32389;32388;2520;22;2;206;2205;Pontarlier;110;90;15;16;22;33;15;8;8;18;12;27;14;11
32390;32389;64380;22;2;206;2205;6405;226;228;52;30;52;52;25;15;51;33;65;44;24;10
32391;32390;Méracq;22;2;212;2204;67463;73;64;15;11;12;21;5;8;16;8;17;11;7;5
32394;32393;2317;22;2;221;2204;Saint-Marc-à-Loubaud;221;232;57;18;53;52;29;12;56;32;63;44;22;15
32396;32395;40182;22;2;204;2206;4010;329;319;80;49;70;62;52;16;61;53;73;77;33;22
32397;32396;Mézos;22;2;224;2206;40325;75;79;11;8;12;26;12;5;14;10;22;17;9;7
32583;32582;Saint-Céré;22;2;232;2206;72024;121;119;20;21;23;25;28;4;17;22;28;24;21;7
32623;32622;61426;22;2;215;2201;6106;147;149;28;24;28;29;25;11;29;27;28;33;19;13
32705;32704;54222;22;2;215;2201;Ronchères;132;118;21;20;17;31;32;9;22;18;19;35;18;8
32708;32707;5730;22;2;208;2201;Sarreguemines;692;607;144;105;148;155;90;50;126;87;136;150;66;42
32709;32708;88300;22;2;215;2201;Brécy;352;340;85;54;79;63;48;23;72;55;90;65;33;25
